GeneId                                                       TseIntronBegin       TseIntronEnd         AraIntronLocStart    AraIntronLocEnd     
PconfusumCUL13_Pcon_contig06055_12                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06111_13                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06253_14                           notfound             notfound             27                   72                  
PconfusumCUL13_Pcon_contig06539_15                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06539_16                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06610_17                           notfound             notfound             38                   108                 
PconfusumCUL13_Pcon_contig06800_18                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06800_19                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06992_20                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_contig06992_21                           0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_1_22                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_1_23                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_2_24                       notfound             notfound             33                   131                 
PconfusumCUL13_Pcon_scaffold00001_3_25                       notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_3_26                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_3_27                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_3_28                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_4_29                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_4_30                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_4_31                       216998               217011               38                   52                  
PconfusumCUL13_Pcon_scaffold00001_4_32                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_4_33                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00001_4_34                       notfound             notfound             37                   68                  
PconfusumCUL13_Pcon_scaffold00002_1_35                       notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00002_2_36                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00002_2_37                       notfound             notfound             34                   59                  
PconfusumCUL13_Pcon_scaffold00002_2_38                       notfound             notfound             40                   144                 
PconfusumCUL13_Pcon_scaffold00003_2_39                       notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00004_1_40                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00005_3_41                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00007_2_42                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00007_2_43                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00007_2_44                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00007_3_45                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00008_4_46                       notfound             notfound             34                   43                  
PconfusumCUL13_Pcon_scaffold00009_2_47                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00009_2_48                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00011_2_49                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00011_2_50                       23157                23170                38                   52                  
PconfusumCUL13_Pcon_scaffold00011_2_51                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00011_2_52                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00011_2_53                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00013_2_54                       notfound             notfound             39                   127                 
PconfusumCUL13_Pcon_scaffold00014_3_55                       notfound             notfound             38                   96                  
PconfusumCUL13_Pcon_scaffold00017_56                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_57                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_58                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_59                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_60                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_61                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00017_62                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00018_1_63                       notfound             notfound             34                   49                  
PconfusumCUL13_Pcon_scaffold00021_3_64                       notfound             notfound             30                   85                  
PconfusumCUL13_Pcon_scaffold00024_1_65                       notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00026_2_66                       0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00027_67                         notfound             notfound             37                   113                 
PconfusumCUL13_Pcon_scaffold00037_68                         notfound             notfound             31                   60                  
PconfusumCUL13_Pcon_scaffold00041_2_69                       notfound             notfound             31                   132                 
PconfusumCUL13_Pcon_scaffold00045_70                         notfound             notfound             36                   78                  
PconfusumCUL13_Pcon_scaffold00053_71                         notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00053_72                         notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00054_73                         notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00062_74                         notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00064_75                         notfound             notfound             38                   105                 
PconfusumCUL13_Pcon_scaffold00066_1_76                       notfound             notfound             39                   125                 
PconfusumCUL13_Pcon_scaffold00066_2_77                       notfound             notfound             28                   105                 
PconfusumCUL13_Pcon_scaffold00067_2_78                       notfound             notfound             37                   51                  
PconfusumCUL13_Pcon_scaffold00068_79                         notfound             notfound             35                   143                 
PconfusumCUL13_Pcon_scaffold00074_80                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_81                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_82                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_83                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_84                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_85                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_86                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_87                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00074_88                         0                    0                    nointron             nointron            
PconfusumCUL13_Pcon_scaffold00084_1_89                       notfound             notfound             nointron             nointron            
PconfusumCUL13_Pcon_scaffold00088_90                         notfound             notfound             33                   62                  
PconfusumCUL13_Pcon_scaffold00105_91                         0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_02_1                           notfound             notfound             31                   100                 
TbruceigambienseDAL972_Tbg972_03_2                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_03_3                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_03_4                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_5                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_6                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_7                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_8                           0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_9                           243090               243100               38                   49                  
TbruceigambienseDAL972_Tbg972_04_10                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_11                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_12                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_13                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_14                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_15                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_04_16                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_05_17                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_05_18                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_19                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_20                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_21                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_22                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_23                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_24                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_25                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_07_26                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_27                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_28                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_29                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_30                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_31                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_32                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_33                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_34                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_35                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_36                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_37                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_38                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_39                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_40                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_41                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_42                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_08_43                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_09_44                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_09_45                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_09_46                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_47                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_48                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_49                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_50                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_51                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_52                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_53                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_54                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_55                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_56                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_57                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_10_58                          notfound             notfound             31                   111                 
TbruceigambienseDAL972_Tbg972_11_59                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_60                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_61                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_62                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_63                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_64                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_65                          0                    0                    nointron             nointron            
TbruceigambienseDAL972_Tbg972_11_66                          0                    0                    nointron             nointron            
TbruceiLister427_Tb427_01_v4_1                               notfound             notfound             31                   33                  
TbruceiLister427_Tb427_02_v4_2                               notfound             notfound             31                   100                 
TbruceiLister427_Tb427_03_v4_3                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_03_v4_4                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_03_v4_5                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_6                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_7                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_8                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_9                               0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_10                              326437               326447               38                   49                  
TbruceiLister427_Tb427_04_v4_11                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_12                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_13                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_14                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_15                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_16                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_04_v4_17                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_05_v4_18                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_05_v4_19                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_20                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_21                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_22                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_23                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_24                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_25                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_26                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_27                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_07_v4_28                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_29                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_30                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_31                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_32                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_33                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_34                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_35                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_36                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_37                              notfound             notfound             34                   127                 
TbruceiLister427_Tb427_08_v4_38                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_39                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_40                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_41                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_42                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_43                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_44                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_45                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_46                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_47                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_48                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_08_v4_49                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_09_v4_50                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_09_v4_51                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_09_v4_52                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_53                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_54                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_55                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_56                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_57                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_58                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_59                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_60                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_61                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_62                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_63                              0                    0                    nointron             nointron            
TbruceiLister427_Tb427_10_v5_64                              notfound             notfound             31                   111                 
TbruceiLister427_Tb427_11_01_v4_65                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_66                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_67                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_68                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_69                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_70                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_71                           0                    0                    nointron             nointron            
TbruceiLister427_Tb427_11_01_v4_72                           notfound             notfound             30                   111                 
TbruceiTREU927_Tb927_02_v5.1_1                               notfound             notfound             31                   100                 
TbruceiTREU927_Tb927_03_v5.1_2                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_03_v5.1_3                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_03_v5.1_4                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_5                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_6                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_7                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_8                               0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_9                               326134               326144               38                   49                  
TbruceiTREU927_Tb927_04_v5.1_10                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_11                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_12                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_13                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_14                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_15                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_04_v5.1_16                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_05_v5.1_17                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_05_v5.1_18                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_19                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_20                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_21                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_22                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_23                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_24                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_25                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_26                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_07_v5.1_27                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_28                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_29                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_30                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_31                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_32                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_33                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_34                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_35                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_36                              notfound             notfound             34                   127                 
TbruceiTREU927_Tb927_08_v5.1_37                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_38                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_39                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_40                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_41                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_42                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_43                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_44                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_45                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_46                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_47                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_08_v5.1_48                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_09_v5.1_49                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_09_v5.1_50                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_09_v5.1_51                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_52                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_53                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_54                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_55                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_56                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_57                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_58                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_59                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_60                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_61                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_10_v5.1_62                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_63                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_64                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_65                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_66                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_67                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_68                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_69                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_70                          0                    0                    notfound             notfound            
TbruceiTREU927_Tb927_11_bin_v5.1_71                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_72                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_73                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_74                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_75                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_bin_v5.1_76                          0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_77                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_78                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_79                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_80                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_81                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_82                              0                    0                    nointron             nointron            
TbruceiTREU927_Tb927_11_v5.1_83                              0                    0                    nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1071_1                  257                  267                  38                   49                  
TcongolenseIL3000_T.congo_bin_contig_1071_2                  0                    0                    nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1129_3                  notfound             notfound             30                   96                  
TcongolenseIL3000_T.congo_bin_contig_1162_4                  notfound             notfound             36                   65                  
TcongolenseIL3000_T.congo_bin_contig_1174_5                  0                    0                    nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1174_6                  0                    0                    nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1174_7                  0                    0                    nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1205_8                  0                    0                    notfound             notfound            
TcongolenseIL3000_T.congo_bin_contig_1205_9                  notfound             notfound             nointron             nointron            
TcongolenseIL3000_T.congo_bin_contig_1248_10                 0                    0                    nointron             nointron            
