GeneId                                                    SourceOrg                        SourceSeq                        SourceSO    Direction  TseBegin   TseEnd     AraBegin   AraEnd     Foundby
LpyrrhocorisH10_LpyrH10_16_88                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  +          453914     453986     453914     453987     both   
LpyrrhocorisH10_LpyrH10_16_89                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  +          454051     454121     454051     454122     both   
LpyrrhocorisH10_LpyrH10_16_90                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  -          454162     454234     454162     454234     both   
LpyrrhocorisH10_LpyrH10_16_91                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  +          454308     454379     454307     454380     both   
LpyrrhocorisH10_LpyrH10_16_92                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  -          478425     478496     478424     478497     both   
LpyrrhocorisH10_LpyrH10_16_93                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  -          478557     478629     478556     478629     both   
LpyrrhocorisH10_LpyrH10_16_94                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  +          478704     478775     478704     478776     both   
LpyrrhocorisH10_LpyrH10_16_95                             LpyrrhocorisH10                  LpyrH10_16                       chromosome  +          478837     478907     478837     478908     both   
LpyrrhocorisH10_LpyrH10_17_96                             LpyrrhocorisH10                  LpyrH10_17                       chromosome  -          218771     218842     218770     218842     both   
LpyrrhocorisH10_LpyrH10_17_97                             LpyrrhocorisH10                  LpyrH10_17                       chromosome  -          231295     231366     231295     231366     both   
LpyrrhocorisH10_LpyrH10_17_98                             LpyrrhocorisH10                  LpyrH10_17                       chromosome  -          -1         -1         50415      50510      ara    
LpyrrhocorisH10_LpyrH10_18_99                             LpyrrhocorisH10                  LpyrH10_18                       chromosome  -          182703     182784     182702     182784     both   
LpyrrhocorisH10_LpyrH10_18_100                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  +          182857     182928     182857     182929     both   
LpyrrhocorisH10_LpyrH10_18_101                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  +          182985     183055     182985     183055     both   
LpyrrhocorisH10_LpyrH10_18_102                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  -          187062     187133     187061     187133     both   
LpyrrhocorisH10_LpyrH10_18_103                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  +          187206     187287     187206     187288     both   
LpyrrhocorisH10_LpyrH10_18_104                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  -          410511     410583     410511     410583     both   
LpyrrhocorisH10_LpyrH10_18_105                            LpyrrhocorisH10                  LpyrH10_18                       chromosome  +          410661     410732     410661     410732     both   
LpyrrhocorisH10_LpyrH10_19_106                            LpyrrhocorisH10                  LpyrH10_19                       chromosome  -          466984     467055     466982     467056     both   
LpyrrhocorisH10_LpyrH10_19_107                            LpyrrhocorisH10                  LpyrH10_19                       chromosome  -          467117     467188     467117     467188     both   
LpyrrhocorisH10_LpyrH10_19_108                            LpyrrhocorisH10                  LpyrH10_19                       chromosome  +          467270     467342     467270     467343     both   
LpyrrhocorisH10_LpyrH10_19_109                            LpyrrhocorisH10                  LpyrH10_19                       chromosome  +          467400     467472     467400     467473     both   
LpyrrhocorisH10_LpyrH10_19_110                            LpyrrhocorisH10                  LpyrH10_19                       chromosome  +          56212      56284      56212      56285      both   
LpyrrhocorisH10_LpyrH10_20_111                            LpyrrhocorisH10                  LpyrH10_20                       chromosome  +          247102     247173     247101     247175     both   
LpyrrhocorisH10_LpyrH10_21_112                            LpyrrhocorisH10                  LpyrH10_21                       chromosome  -          229284     229355     229283     229355     both   
LpyrrhocorisH10_LpyrH10_21_113                            LpyrrhocorisH10                  LpyrH10_21                       chromosome  +          229432     229512     229432     229512     both   
LpyrrhocorisH10_LpyrH10_21_114                            LpyrrhocorisH10                  LpyrH10_21                       chromosome  +          229573     229645     229573     229645     both   
LpyrrhocorisH10_LpyrH10_22_115                            LpyrrhocorisH10                  LpyrH10_22                       chromosome  +          515993     516065     515993     516066     both   
LpyrrhocorisH10_LpyrH10_22_116                            LpyrrhocorisH10                  LpyrH10_22                       chromosome  -          516113     516183     516113     516183     both   
LpyrrhocorisH10_LpyrH10_22_117                            LpyrrhocorisH10                  LpyrH10_22                       chromosome  -          516245     516317     516244     516317     both   
LpyrrhocorisH10_LpyrH10_23_118                            LpyrrhocorisH10                  LpyrH10_23                       chromosome  -          121328     121400     121328     121400     both   
LpyrrhocorisH10_LpyrH10_23_119                            LpyrrhocorisH10                  LpyrH10_23                       chromosome  -          325590     325661     325589     325661     both   
LpyrrhocorisH10_LpyrH10_23_120                            LpyrrhocorisH10                  LpyrH10_23                       chromosome  +          -1         -1         352938     353139     ara    
LpyrrhocorisH10_LpyrH10_23_121                            LpyrrhocorisH10                  LpyrH10_23                       chromosome  -          -1         -1         447445     447529     ara    
LpyrrhocorisH10_LpyrH10_25_122                            LpyrrhocorisH10                  LpyrH10_25                       chromosome  -          200295     200368     200294     200368     both   
LpyrrhocorisH10_LpyrH10_26_123                            LpyrrhocorisH10                  LpyrH10_26                       chromosome  -          -1         -1         148253     148377     ara    
LpyrrhocorisH10_LpyrH10_26_124                            LpyrrhocorisH10                  LpyrH10_26                       chromosome  +          339959     340030     339959     340030     both   
LpyrrhocorisH10_LpyrH10_26_125                            LpyrrhocorisH10                  LpyrH10_26                       chromosome  -          340073     340144     340072     340144     both   
LpyrrhocorisH10_LpyrH10_29_126                            LpyrrhocorisH10                  LpyrH10_29                       chromosome  +          212547     212619     212547     212619     both   
LpyrrhocorisH10_LpyrH10_29_127                            LpyrrhocorisH10                  LpyrH10_29                       chromosome  -          212661     212741     212661     212741     both   
LpyrrhocorisH10_LpyrH10_30_128                            LpyrrhocorisH10                  LpyrH10_30                       chromosome  +          145466     145537     145466     145537     both   
LpyrrhocorisH10_LpyrH10_32_129                            LpyrrhocorisH10                  LpyrH10_32                       chromosome  -          127768     127840     127768     127840     both   
LpyrrhocorisH10_LpyrH10_32_130                            LpyrrhocorisH10                  LpyrH10_32                       chromosome  -          -1         -1         262605     262701     ara    
LpyrrhocorisH10_LpyrH10_32_131                            LpyrrhocorisH10                  LpyrH10_32                       chromosome  +          84018      84091      84018      84092      both   
LpyrrhocorisH10_LpyrH10_36_132                            LpyrrhocorisH10                  LpyrH10_36                       supercontig -          1391       1463       1390       1463       both   
LpyrrhocorisH10_LpyrH10_37_133                            LpyrrhocorisH10                  LpyrH10_37                       supercontig +          81419      81490      81419      81490      both   
LseymouriATCC30220_Lsey_0007_1                            LseymouriATCC30220               Lsey_0007                        contig      +          20176      20249      20176      20250      both   
LseymouriATCC30220_Lsey_0007_2                            LseymouriATCC30220               Lsey_0007                        contig      -          61454      61526      61454      61526      both   
LseymouriATCC30220_Lsey_0009_3                            LseymouriATCC30220               Lsey_0009                        contig      +          43972      44044      43972      44045      both   
LseymouriATCC30220_Lsey_0009_4                            LseymouriATCC30220               Lsey_0009                        contig      -          61080      61151      61080      61151      both   
LseymouriATCC30220_Lsey_0018_5                            LseymouriATCC30220               Lsey_0018                        contig      +          13862      13933      13861      13935      both   
LseymouriATCC30220_Lsey_0021_6                            LseymouriATCC30220               Lsey_0021                        contig      -          75976      76056      75975      76056      both   
LseymouriATCC30220_Lsey_0024_7                            LseymouriATCC30220               Lsey_0024                        contig      -          -1         -1         6495       6631       ara    
LseymouriATCC30220_Lsey_0029_8                            LseymouriATCC30220               Lsey_0029                        contig      -          28601      28674      28600      28674      both   
LseymouriATCC30220_Lsey_0029_9                            LseymouriATCC30220               Lsey_0029                        contig      +          28756      28837      28756      28837      both   
LseymouriATCC30220_Lsey_0029_10                           LseymouriATCC30220               Lsey_0029                        contig      +          28911      28984      28911      28985      both   
LseymouriATCC30220_Lsey_0029_11                           LseymouriATCC30220               Lsey_0029                        contig      -          29094      29165      29093      29166      both   
LseymouriATCC30220_Lsey_0034_12                           LseymouriATCC30220               Lsey_0034                        contig      -          9769       9849       9769       9849       both   
LseymouriATCC30220_Lsey_0039_13                           LseymouriATCC30220               Lsey_0039                        contig      +          115259     115332     115259     115333     both   
LseymouriATCC30220_Lsey_0043_14                           LseymouriATCC30220               Lsey_0043                        contig      +          20734      20805      20734      20806      both   
LseymouriATCC30220_Lsey_0043_15                           LseymouriATCC30220               Lsey_0043                        contig      +          6923       6994       6923       6994       both   
LseymouriATCC30220_Lsey_0050_16                           LseymouriATCC30220               Lsey_0050                        contig      -          11308      11379      11307      11380      both   
LseymouriATCC30220_Lsey_0051_17                           LseymouriATCC30220               Lsey_0051                        contig      +          19192      19263      19192      19263      both   
LseymouriATCC30220_Lsey_0051_18                           LseymouriATCC30220               Lsey_0051                        contig      +          19326      19408      19326      19409      both   
LseymouriATCC30220_Lsey_0053_19                           LseymouriATCC30220               Lsey_0053                        contig      +          12901      12974      12901      12974      both   
LseymouriATCC30220_Lsey_0053_20                           LseymouriATCC30220               Lsey_0053                        contig      -          13002      13074      13001      13074      both   
LseymouriATCC30220_Lsey_0053_21                           LseymouriATCC30220               Lsey_0053                        contig      -          13134      13205      13133      13205      both   
LseymouriATCC30220_Lsey_0053_22                           LseymouriATCC30220               Lsey_0053                        contig      -          13280      13351      13280      13351      both   
LseymouriATCC30220_Lsey_0053_23                           LseymouriATCC30220               Lsey_0053                        contig      -          13567      13649      13566      13649      both   
LseymouriATCC30220_Lsey_0053_24                           LseymouriATCC30220               Lsey_0053                        contig      -          13716      13787      13716      13787      both   
LseymouriATCC30220_Lsey_0053_25                           LseymouriATCC30220               Lsey_0053                        contig      +          13862      13933      13861      13934      both   
LseymouriATCC30220_Lsey_0053_26                           LseymouriATCC30220               Lsey_0053                        contig      +          14246      14317      14246      14317      both   
LseymouriATCC30220_Lsey_0053_27                           LseymouriATCC30220               Lsey_0053                        contig      -          14355      14427      14354      14427      both   
LseymouriATCC30220_Lsey_0053_28                           LseymouriATCC30220               Lsey_0053                        contig      +          14511      14582      14511      14584      both   
LseymouriATCC30220_Lsey_0055_29                           LseymouriATCC30220               Lsey_0055                        contig      +          23889      23960      23889      23961      both   
LseymouriATCC30220_Lsey_0059_30                           LseymouriATCC30220               Lsey_0059                        contig      +          -1         -1         20415      20540      ara    
LseymouriATCC30220_Lsey_0069_31                           LseymouriATCC30220               Lsey_0069                        contig      +          78736      78807      78736      78807      both   
LseymouriATCC30220_Lsey_0073_32                           LseymouriATCC30220               Lsey_0073                        contig      -          84776      84847      84774      84848      both   
LseymouriATCC30220_Lsey_0073_33                           LseymouriATCC30220               Lsey_0073                        contig      -          84911      84982      84910      84982      both   
LseymouriATCC30220_Lsey_0073_34                           LseymouriATCC30220               Lsey_0073                        contig      +          85168      85240      85168      85241      both   
LseymouriATCC30220_Lsey_0073_35                           LseymouriATCC30220               Lsey_0073                        contig      +          85306      85378      85305      85380      both   
LseymouriATCC30220_Lsey_0077_36                           LseymouriATCC30220               Lsey_0077                        contig      +          19227      19299      19227      19299      both   
LseymouriATCC30220_Lsey_0079_37                           LseymouriATCC30220               Lsey_0079                        contig      +          63747      63834      63747      63834      both   
LseymouriATCC30220_Lsey_0099_38                           LseymouriATCC30220               Lsey_0099                        contig      -          66021      66093      66020      66094      both   
LseymouriATCC30220_Lsey_0099_39                           LseymouriATCC30220               Lsey_0099                        contig      +          66178      66249      66178      66249      both   
LseymouriATCC30220_Lsey_0104_40                           LseymouriATCC30220               Lsey_0104                        contig      -          39875      39946      39875      39946      both   
LseymouriATCC30220_Lsey_0104_41                           LseymouriATCC30220               Lsey_0104                        contig      +          40019      40090      40019      40090      both   
LseymouriATCC30220_Lsey_0104_42                           LseymouriATCC30220               Lsey_0104                        contig      +          40152      40233      40152      40234      both   
LseymouriATCC30220_Lsey_0104_43                           LseymouriATCC30220               Lsey_0104                        contig      -          40271      40342      40270      40342      both   
LseymouriATCC30220_Lsey_0106_44                           LseymouriATCC30220               Lsey_0106                        contig      -          35701      35772      35701      35772      both   
LseymouriATCC30220_Lsey_0106_45                           LseymouriATCC30220               Lsey_0106                        contig      +          35847      35917      35847      35917      both   
LseymouriATCC30220_Lsey_0106_46                           LseymouriATCC30220               Lsey_0106                        contig      +          35979      36050      35979      36050      both   
LseymouriATCC30220_Lsey_0106_47                           LseymouriATCC30220               Lsey_0106                        contig      -          36161      36232      36161      36232      both   
LseymouriATCC30220_Lsey_0106_48                           LseymouriATCC30220               Lsey_0106                        contig      -          36294      36364      36294      36364      both   
LseymouriATCC30220_Lsey_0109_49                           LseymouriATCC30220               Lsey_0109                        contig      +          20543      20615      20543      20616      both   
LseymouriATCC30220_Lsey_0109_50                           LseymouriATCC30220               Lsey_0109                        contig      +          20673      20743      20673      20743      both   
LseymouriATCC30220_Lsey_0109_51                           LseymouriATCC30220               Lsey_0109                        contig      -          20782      20854      20781      20854      both   
LseymouriATCC30220_Lsey_0130_52                           LseymouriATCC30220               Lsey_0130                        notfound    +          11746      11909      -1         -1         tse    
LseymouriATCC30220_Lsey_0130_53                           LseymouriATCC30220               Lsey_0130                        contig      -          11034      11107      11033      11107      both   
LseymouriATCC30220_Lsey_0130_54                           LseymouriATCC30220               Lsey_0130                        contig      +          11182      11265      11182      11266      both   
LseymouriATCC30220_Lsey_0130_55                           LseymouriATCC30220               Lsey_0130                        contig      +          11331      11404      11331      11405      both   
LseymouriATCC30220_Lsey_0130_56                           LseymouriATCC30220               Lsey_0130                        contig      +          11482      11554      11482      11554      both   
LseymouriATCC30220_Lsey_0130_57                           LseymouriATCC30220               Lsey_0130                        contig      -          11594      11673      11594      11673      both   
LseymouriATCC30220_Lsey_0133_58                           LseymouriATCC30220               Lsey_0133                        contig      +          -1         -1         42876      43042      ara    
LseymouriATCC30220_Lsey_0163_59                           LseymouriATCC30220               Lsey_0163                        contig      -          -1         -1         39127      39296      ara    
LseymouriATCC30220_Lsey_0168_60                           LseymouriATCC30220               Lsey_0168                        contig      +          15334      15405      15334      15405      both   
LseymouriATCC30220_Lsey_0168_61                           LseymouriATCC30220               Lsey_0168                        contig      -          15451      15521      15451      15521      both   
LseymouriATCC30220_Lsey_0169_62                           LseymouriATCC30220               Lsey_0169                        contig      +          43100      43171      43100      43171      both   
LseymouriATCC30220_Lsey_0202_63                           LseymouriATCC30220               Lsey_0202                        contig      -          13023      13095      13023      13095      both   
LseymouriATCC30220_Lsey_0210_64                           LseymouriATCC30220               Lsey_0210                        contig      +          18680      18760      18679      18761      both   
LseymouriATCC30220_Lsey_0210_65                           LseymouriATCC30220               Lsey_0210                        contig      -          18801      18873      18801      18873      both   
LseymouriATCC30220_Lsey_0288_66                           LseymouriATCC30220               Lsey_0288                        contig      +          21884      21966      21884      21967      both   
LseymouriATCC30220_Lsey_0293_67                           LseymouriATCC30220               Lsey_0293                        contig      +          -1         -1         24546      24656      ara    
LseymouriATCC30220_Lsey_0298_68                           LseymouriATCC30220               Lsey_0298                        contig      -          6426       6497       6425       6498       both   
LseymouriATCC30220_Lsey_0298_69                           LseymouriATCC30220               Lsey_0298                        contig      +          6571       6643       6571       6643       both   
LseymouriATCC30220_Lsey_0298_70                           LseymouriATCC30220               Lsey_0298                        contig      -          6790       6860       6789       6860       both   
LseymouriATCC30220_Lsey_0298_71                           LseymouriATCC30220               Lsey_0298                        contig      -          6922       6994       6921       6994       both   
LseymouriATCC30220_Lsey_0305_72                           LseymouriATCC30220               Lsey_0305                        contig      -          6003       6074       6002       6074       both   
LseymouriATCC30220_Lsey_0305_73                           LseymouriATCC30220               Lsey_0305                        contig      +          6150       6230       6150       6231       both   
LseymouriATCC30220_Lsey_0305_74                           LseymouriATCC30220               Lsey_0305                        contig      +          6289       6361       6288       6363       both   
LseymouriATCC30220_Lsey_0315_75                           LseymouriATCC30220               Lsey_0315                        contig      -          16034      16105      16033      16106      both   
LseymouriATCC30220_Lsey_0327_76                           LseymouriATCC30220               Lsey_0327                        contig      +          2194       2265       2194       2265       both   
LseymouriATCC30220_Lsey_0340_77                           LseymouriATCC30220               Lsey_0340                        contig      -          8369       8440       8368       8441       both   
LseymouriATCC30220_Lsey_0340_78                           LseymouriATCC30220               Lsey_0340                        contig      -          8515       8587       8514       8587       both   
LseymouriATCC30220_Lsey_0340_79                           LseymouriATCC30220               Lsey_0340                        contig      +          8660       8731       8660       8732       both   
LseymouriATCC30220_Lsey_0340_80                           LseymouriATCC30220               Lsey_0340                        contig      +          8791       8861       8791       8862       both   
LseymouriATCC30220_Lsey_0351_81                           LseymouriATCC30220               Lsey_0351                        contig      -          -1         -1         19259      19337      ara    
LseymouriATCC30220_Lsey_0354_82                           LseymouriATCC30220               Lsey_0354                        contig      -          8433       8505       8432       8505       both   
LseymouriATCC30220_Lsey_0360_83                           LseymouriATCC30220               Lsey_0360                        contig      -          13938      14009      13937      14009      both   
LseymouriATCC30220_Lsey_0376_84                           LseymouriATCC30220               Lsey_0376                        contig      -          539        611        538        611        both   
LseymouriATCC30220_Lsey_0385_85                           LseymouriATCC30220               Lsey_0385                        contig      +          7496       7577       7496       7578       both   
LseymouriATCC30220_Lsey_0387_86                           LseymouriATCC30220               Lsey_0387                        contig      +          6938       7009       6938       7009       both   
LseymouriATCC30220_Lsey_0387_87                           LseymouriATCC30220               Lsey_0387                        contig      +          7076       7149       7076       7150       both   
LseymouriATCC30220_Lsey_0387_88                           LseymouriATCC30220               Lsey_0387                        contig      +          7208       7280       7208       7281       both   
LseymouriATCC30220_Lsey_0403_89                           LseymouriATCC30220               Lsey_0403                        contig      +          2290       2361       2290       2362       both   
LseymouriATCC30220_Lsey_0403_90                           LseymouriATCC30220               Lsey_0403                        contig      +          2424       2495       2424       2495       both   
LseymouriATCC30220_Lsey_0403_91                           LseymouriATCC30220               Lsey_0403                        contig      +          2562       2633       2562       2633       both   
LseymouriATCC30220_Lsey_0403_92                           LseymouriATCC30220               Lsey_0403                        contig      +          2722       2805       2722       2806       both   
LseymouriATCC30220_Lsey_0424_93                           LseymouriATCC30220               Lsey_0424                        contig      -          13563      13634      13562      13634      both   
LseymouriATCC30220_Lsey_0447_94                           LseymouriATCC30220               Lsey_0447                        contig      -          142        225        141        225        both   
LseymouriATCC30220_Lsey_0447_95                           LseymouriATCC30220               Lsey_0447                        contig      -          285        356        285        356        both   
LseymouriATCC30220_Lsey_0447_96                           LseymouriATCC30220               Lsey_0447                        contig      +          441        512        441        512        both   
LseymouriATCC30220_Lsey_0447_97                           LseymouriATCC30220               Lsey_0447                        contig      -          6          78         5          78         both   
LseymouriATCC30220_Lsey_0447_98                           LseymouriATCC30220               Lsey_0447                        contig      +          570        642        570        643        both   
LseymouriATCC30220_Lsey_0484_99                           LseymouriATCC30220               Lsey_0484                        contig      +          -1         -1         2344       2443       ara    
LseymouriATCC30220_Lsey_0556_100                          LseymouriATCC30220               Lsey_0556                        contig      +          -1         -1         130        281        ara    
LseymouriATCC30220_Lsey_0556_101                          LseymouriATCC30220               Lsey_0556                        contig      -          -1         -1         3103       3255       ara    
LseymouriATCC30220_Lsey_0649_102                          LseymouriATCC30220               Lsey_0649                        contig      -          2866       2937       2865       2937       both   
LseymouriATCC30220_Lsey_0649_103                          LseymouriATCC30220               Lsey_0649                        contig      +          3011       3092       3011       3093       both   
LseymouriATCC30220_Lsey_0649_104                          LseymouriATCC30220               Lsey_0649                        contig      +          75         145        75         145        both   
LseymouriATCC30220_Lsey_0961_105                          LseymouriATCC30220               Lsey_0961                        contig      -          -1         -1         972        1065       ara    
LspMARLEM2494_LMARLEM2494_04_1                            LspMARLEM2494                    LMARLEM2494_04                   chromosome  -          -1         -1         338445     338592     ara    
LspMARLEM2494_LMARLEM2494_05_2                            LspMARLEM2494                    LMARLEM2494_05                   chromosome  +          -1         -1         104262     104394     ara    
LspMARLEM2494_LMARLEM2494_05_3                            LspMARLEM2494                    LMARLEM2494_05                   chromosome  +          347054     347125     347054     347125     both   
LspMARLEM2494_LMARLEM2494_06_4                            LspMARLEM2494                    LMARLEM2494_06                   chromosome  -          66996      67083      66996      67083      both   
LspMARLEM2494_LMARLEM2494_07_5                            LspMARLEM2494                    LMARLEM2494_07                   chromosome  -          371097     371168     371097     371168     both   
LspMARLEM2494_LMARLEM2494_07_6                            LspMARLEM2494                    LMARLEM2494_07                   chromosome  -          -1         -1         481209     481359     ara    
LspMARLEM2494_LMARLEM2494_09_7                            LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          274053     274124     274053     274124     both   
LspMARLEM2494_LMARLEM2494_09_8                            LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          274180     274262     274180     274263     both   
LspMARLEM2494_LMARLEM2494_09_9                            LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          400661     400733     400661     400734     both   
LspMARLEM2494_LMARLEM2494_09_10                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          400975     401045     400975     401046     both   
LspMARLEM2494_LMARLEM2494_09_11                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  -          401198     401270     401198     401270     both   
LspMARLEM2494_LMARLEM2494_09_12                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  -          413579     413650     413579     413650     both   
LspMARLEM2494_LMARLEM2494_09_13                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  -          413890     413962     413889     413962     both   
LspMARLEM2494_LMARLEM2494_09_14                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          414037     414108     414037     414109     both   
LspMARLEM2494_LMARLEM2494_09_15                           LspMARLEM2494                    LMARLEM2494_09                   chromosome  +          414172     414242     414172     414243     both   
LspMARLEM2494_LMARLEM2494_10_16                           LspMARLEM2494                    LMARLEM2494_10                   chromosome  -          -1         -1         380971     381064     ara    
LspMARLEM2494_LMARLEM2494_10_17                           LspMARLEM2494                    LMARLEM2494_10                   chromosome  -          474666     474738     474665     474738     both   
LspMARLEM2494_LMARLEM2494_11_18                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  -          161986     162067     161985     162067     both   
LspMARLEM2494_LMARLEM2494_11_19                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  +          162141     162212     162141     162213     both   
LspMARLEM2494_LMARLEM2494_11_20                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  -          172526     172596     172526     172596     both   
LspMARLEM2494_LMARLEM2494_11_21                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  -          172653     172724     172652     172724     both   
LspMARLEM2494_LMARLEM2494_11_22                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  +          172798     172879     172798     172880     both   
LspMARLEM2494_LMARLEM2494_11_23                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  -          367767     367839     367767     367839     both   
LspMARLEM2494_LMARLEM2494_11_24                           LspMARLEM2494                    LMARLEM2494_11                   chromosome  +          367915     367986     367915     367986     both   
LspMARLEM2494_LMARLEM2494_15_25                           LspMARLEM2494                    LMARLEM2494_15                   chromosome  -          -1         -1         201702     201786     ara    
LspMARLEM2494_LMARLEM2494_15_26                           LspMARLEM2494                    LMARLEM2494_15                   chromosome  +          284448     284519     284448     284519     both   
LspMARLEM2494_LMARLEM2494_15_27                           LspMARLEM2494                    LMARLEM2494_15                   chromosome  -          284563     284634     284563     284634     both   
LspMARLEM2494_LMARLEM2494_16_28                           LspMARLEM2494                    LMARLEM2494_16                   chromosome  -          404200     404271     404199     404272     both   
LspMARLEM2494_LMARLEM2494_17_29                           LspMARLEM2494                    LMARLEM2494_17                   chromosome  -          294279     294350     294278     294350     both   
LspMARLEM2494_LMARLEM2494_17_30                           LspMARLEM2494                    LMARLEM2494_17                   chromosome  +          294430     294510     294430     294510     both   
LspMARLEM2494_LMARLEM2494_17_31                           LspMARLEM2494                    LMARLEM2494_17                   chromosome  +          294568     294640     294568     294641     both   
LspMARLEM2494_LMARLEM2494_19_32                           LspMARLEM2494                    LMARLEM2494_19                   chromosome  -          -1         -1         298987     299058     ara    
LspMARLEM2494_LMARLEM2494_21_33                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  -          149095     149175     149092     149176     both   
LspMARLEM2494_LMARLEM2494_21_34                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  +          -1         -1         175289     175392     ara    
LspMARLEM2494_LMARLEM2494_21_35                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  +          -1         -1         178363     178466     ara    
LspMARLEM2494_LMARLEM2494_21_36                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  +          411598     411669     411598     411670     both   
LspMARLEM2494_LMARLEM2494_21_37                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  +          411804     411877     411804     411878     both   
LspMARLEM2494_LMARLEM2494_21_38                           LspMARLEM2494                    LMARLEM2494_21                   chromosome  +          411938     412010     411938     412011     both   
LspMARLEM2494_LMARLEM2494_23_39                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  +          224820     224893     224820     224893     both   
LspMARLEM2494_LMARLEM2494_23_40                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          224937     225009     224937     225009     both   
LspMARLEM2494_LMARLEM2494_23_41                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          225071     225142     225071     225142     both   
LspMARLEM2494_LMARLEM2494_23_42                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          225385     225456     225384     225456     both   
LspMARLEM2494_LMARLEM2494_23_43                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          225708     225790     225708     225790     both   
LspMARLEM2494_LMARLEM2494_23_44                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          225875     225946     225875     225946     both   
LspMARLEM2494_LMARLEM2494_23_45                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  +          226020     226091     226019     226092     both   
LspMARLEM2494_LMARLEM2494_23_46                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  +          226441     226513     226441     226514     both   
LspMARLEM2494_LMARLEM2494_23_47                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          226573     226644     226572     226644     both   
LspMARLEM2494_LMARLEM2494_23_48                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  +          226720     226791     226720     226792     both   
LspMARLEM2494_LMARLEM2494_23_49                           LspMARLEM2494                    LMARLEM2494_23                   chromosome  -          -1         -1         453215     453294     ara    
LspMARLEM2494_LMARLEM2494_24_50                           LspMARLEM2494                    LMARLEM2494_24                   chromosome  +          202388     202459     202388     202459     both   
LspMARLEM2494_LMARLEM2494_24_51                           LspMARLEM2494                    LMARLEM2494_24                   chromosome  +          614406     614477     614405     614479     both   
LspMARLEM2494_LMARLEM2494_24_52                           LspMARLEM2494                    LMARLEM2494_24                   chromosome  -          614604     614685     614603     614685     both   
LspMARLEM2494_LMARLEM2494_24_53                           LspMARLEM2494                    LMARLEM2494_24                   chromosome  +          614769     614842     614769     614843     both   
LspMARLEM2494_LMARLEM2494_24_54                           LspMARLEM2494                    LMARLEM2494_24                   chromosome  -          672694     672765     672694     672765     both   
LspMARLEM2494_LMARLEM2494_25_55                           LspMARLEM2494                    LMARLEM2494_25                   chromosome  -          -1         -1         147748     147925     ara    
LspMARLEM2494_LMARLEM2494_27_56                           LspMARLEM2494                    LMARLEM2494_27                   chromosome  -          -1         -1         422430     422601     ara    
LspMARLEM2494_LMARLEM2494_29_57                           LspMARLEM2494                    LMARLEM2494_29                   chromosome  -          779604     779685     779603     779685     both   
LspMARLEM2494_LMARLEM2494_29_58                           LspMARLEM2494                    LMARLEM2494_29                   chromosome  -          779744     779824     779744     779824     both   
LspMARLEM2494_LMARLEM2494_30_59                           LspMARLEM2494                    LMARLEM2494_30                   chromosome  -          733951     734022     733951     734022     both   
LspMARLEM2494_LMARLEM2494_31_60                           LspMARLEM2494                    LMARLEM2494_31                   chromosome  +          112225     112297     112225     112297     both   
LspMARLEM2494_LMARLEM2494_31_61                           LspMARLEM2494                    LMARLEM2494_31                   chromosome  +          480482     480554     480482     480554     both   
